category_all_arts-mace_label	category_all_arts-mace_label_distribution	category_all_beauty-mace_label	category_all_beauty-mace_label_distribution	category_all_books-mace_label	category_all_books-mace_label_distribution	category_all_business-mace_label	category_all_business-mace_label_distribution	category_all_family-mace_label	category_all_family-mace_label_distribution	category_all_finance-mace_label	category_all_finance-mace_label_distribution	category_all_games-mace_label	category_all_games-mace_label_distribution	category_all_gastronomy-mace_label	category_all_gastronomy-mace_label_distribution	category_all_health-mace_label	category_all_health-mace_label_distribution	category_all_lifestyle-mace_label	category_all_lifestyle-mace_label_distribution	category_all_other-mace_label	category_all_other-mace_label_distribution	category_all_politics-mace_label	category_all_politics-mace_label_distribution	category_all_religion-mace_label	category_all_religion-mace_label_distribution	category_all_sports-mace_label	category_all_sports-mace_label_distribution	category_all_style-mace_label	category_all_style-mace_label_distribution	category_all_travel-mace_label	category_all_travel-mace_label_distribution	category_most_index-mace_label	category_most_index-mace_label_distribution	classify_account-mace_label	classify_account-mace_label_distribution	user_id
y	{'y': 0.8897776591970149, 'n': 0.11022234080298511}	n	{'n': 0.9975767985847628, 'y': 0.002423201415237182}	n	{'n': 0.9999660987900659, 'y': 3.3901209934056426e-05}	n	{'n': 0.9999742965622683, 'y': 2.5703437731749052e-05}	n	{'n': 0.9971795065065904, 'y': 0.002820493493409595}	n	{'n': 0.9999908517785892, 'y': 9.148221410773914e-06}	n	{'n': 0.9999991419849498, 'y': 8.580150502103027e-07}	n	{'n': 0.9999995023077058, 'y': 4.97692294149997e-07}	n	{'n': 0.9999889008288115, 'y': 1.1099171188437286e-05}	n	{'n': 0.9999769116864503, 'y': 2.3088313549668627e-05}	n	{'n': 0.9994624313005974, 'y': 0.0005375686994026182}	n	{'n': 0.999999506575006, 'y': 4.934249939802883e-07}	n	{'n': 0.9999988026395391, 'y': 1.197360460852563e-06}	n	{'n': 0.9999954316140408, 'y': 4.568385959208653e-06}	n	{'n': 0.9998270962674652, 'y': 0.000172903732534641}	n	{'n': 0.9995648767195221, 'y': 0.0004351232804780235}	arts	{'arts': 0.6430192581182872, 'other': 0.13714360502754092, 'family': 0.04951723975876183, 'travel': 0.015483627008673664, 'style': 0.015483627008673664, 'games': 0.015483627008673664, 'science and technology': 0.015483627008673664, 'books': 0.015483627008673664, 'gastronomy': 0.015483627008673664, 'health': 0.015483627008673664, 'sports': 0.015483627008673664, 'beauty': 0.015483627008673664, 'business': 0.015483627008673664, 'politics': 0.015483627008673664}	promoting	{'promoting': 0.9998964950245018, 'personal': 3.4501658499327956e-05, 'missing': 3.4501658499327956e-05, 'non_english': 3.4501658499327956e-05}	875739343922634752
n	{'n': 0.9989338021447004, 'y': 0.0010661978552995806}	n	{'n': 0.9996596197753483, 'y': 0.0003403802246517392}	n	{'n': 0.9996526450984445, 'y': 0.0003473549015553868}	n	{'n': 0.999737633495261, 'y': 0.0002623665047390434}	n	{'n': 0.9976721264567595, 'y': 0.0023278735432404694}	n	{'n': 0.9999061485552101, 'y': 9.385144478985162e-05}	n	{'n': 0.999913076305286, 'y': 8.692369471405311e-05}	n	{'n': 0.9999948340480351, 'y': 5.165951964911138e-06}	n	{'n': 0.9976570276262717, 'y': 0.0023429723737282302}	n	{'n': 0.9997624594581465, 'y': 0.00023754054185351391}	n	{'n': 0.9966288420606801, 'y': 0.0033711579393198997}	n	{'n': 0.999874850206179, 'y': 0.00012514979382111013}	n	{'n': 0.9999877299539892, 'y': 1.2270046010822676e-05}	n	{'n': 0.9999532423165229, 'y': 4.675768347712269e-05}	n	{'n': 0.9896992513371249, 'y': 0.010300748662875076}	n	{'n': 0.9987286306658477, 'y': 0.0012713693341521825}	other	{'other': 0.9648348391824468, 'arts': 0.002705012370580991, 'family': 0.002705012370580991, 'travel': 0.002705012370580991, 'style': 0.002705012370580991, 'games': 0.002705012370580991, 'science and technology': 0.002705012370580991, 'books': 0.002705012370580991, 'gastronomy': 0.002705012370580991, 'health': 0.002705012370580991, 'sports': 0.002705012370580991, 'beauty': 0.002705012370580991, 'business': 0.002705012370580991, 'politics': 0.002705012370580991}	promoting	{'promoting': 0.9666420131995854, 'missing': 0.011155945079441088, 'personal': 0.011101020860486683, 'non_english': 0.011101020860486683}	1016937001080111104
n	{'n': 0.9993731697324214, 'y': 0.000626830267578579}	n	{'n': 0.9994232276838915, 'y': 0.0005767723161085593}	n	{'n': 0.999997045861723, 'y': 2.954138276983957e-06}	n	{'n': 0.9999956511004271, 'y': 4.348899572879572e-06}	n	{'n': 0.9999983704489184, 'y': 1.6295510815764243e-06}	n	{'n': 0.9999992016018219, 'y': 7.983981781491541e-07}	n	{'n': 0.999999925234243, 'y': 7.476575700709419e-08}	n	{'n': 0.9999943378090745, 'y': 5.662190925436231e-06}	n	{'n': 0.999989042275664, 'y': 1.0957724336076899e-05}	n	{'n': 0.9999979885395037, 'y': 2.0114604963814215e-06}	n	{'n': 0.9828941985359186, 'y': 0.01710580146408136}	n	{'n': 0.999999494607315, 'y': 5.053926849668165e-07}	n	{'n': 0.9999998956669868, 'y': 1.0433301323865869e-07}	n	{'n': 0.9999961917291454, 'y': 3.8082708545681744e-06}	n	{'n': 0.9997043025939553, 'y': 0.0002956974060447622}	n	{'n': 0.9999840610097713, 'y': 1.5938990228656785e-05}	other	{'other': 0.898582240528949, 'arts': 0.07868216686832961, 'family': 0.0018946327168934116, 'travel': 0.0018946327168934116, 'style': 0.0018946327168934116, 'games': 0.0018946327168934116, 'science and technology': 0.0018946327168934116, 'books': 0.0018946327168934116, 'gastronomy': 0.0018946327168934116, 'health': 0.0018946327168934116, 'sports': 0.0018946327168934116, 'beauty': 0.0018946327168934116, 'business': 0.0018946327168934116, 'politics': 0.0018946327168934116}	promoting	{'promoting': 0.9998996851286746, 'personal': 3.3438290441788554e-05, 'missing': 3.3438290441788554e-05, 'non_english': 3.3438290441788554e-05}	916717085258108928
	{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'arts': 0.07142857142857145, 'family': 0.07142857142857145, 'travel': 0.07142857142857145, 'style': 0.07142857142857145, 'games': 0.07142857142857145, 'science and technology': 0.07142857142857145, 'books': 0.07142857142857145, 'gastronomy': 0.07142857142857145, 'health': 0.07142857142857145, 'sports': 0.07142857142857145, 'beauty': 0.07142857142857145, 'business': 0.07142857142857145, 'other': 0.07142857142857145, 'politics': 0.07142857142857145}	personal	{'personal': 0.9967134718291785, 'missing': 0.001095509390273922, 'non_english': 0.001095509390273922, 'promoting': 0.001095509390273922}	967922001439608832
n	{'n': 0.9999273541418859, 'y': 7.264585811394873e-05}	n	{'n': 0.9999995557618025, 'y': 4.4423819742462353e-07}	n	{'n': 0.9999999711414712, 'y': 2.8858528819516274e-08}	n	{'n': 0.9999977730264947, 'y': 2.226973505262262e-06}	n	{'n': 0.9997195787779711, 'y': 0.0002804212220288252}	n	{'n': 0.9999999721938996, 'y': 2.780610042932435e-08}	n	{'n': 0.9999997246402436, 'y': 2.7535975645008394e-07}	n	{'n': 0.9999062750236715, 'y': 9.37249763285125e-05}	n	{'n': 0.9999470121332235, 'y': 5.298786677661169e-05}	n	{'n': 0.9999999592504889, 'y': 4.074951105916154e-08}	n	{'n': 0.9982104454368974, 'y': 0.0017895545631026518}	n	{'n': 0.9999897123565566, 'y': 1.0287643443437232e-05}	n	{'n': 0.9999999722481426, 'y': 2.7751857436410204e-08}	n	{'n': 0.9999936593676608, 'y': 6.340632339220564e-06}	n	{'n': 0.9802175625204032, 'y': 0.01978243747959677}	y	{'y': 0.9999630160581752, 'n': 3.6983941824817776e-05}	travel	{'travel': 0.9980913474157302, 'arts': 0.00014681942955920919, 'family': 0.00014681942955920919, 'style': 0.00014681942955920919, 'games': 0.00014681942955920919, 'science and technology': 0.00014681942955920919, 'books': 0.00014681942955920919, 'gastronomy': 0.00014681942955920919, 'health': 0.00014681942955920919, 'sports': 0.00014681942955920919, 'beauty': 0.00014681942955920919, 'business': 0.00014681942955920919, 'other': 0.00014681942955920919, 'politics': 0.00014681942955920919}	promoting	{'promoting': 0.9965421638115698, 'personal': 0.0011526120628100685, 'missing': 0.0011526120628100685, 'non_english': 0.0011526120628100685}	929633303694577664
n	{'n': 0.9187787983065338, 'y': 0.08122120169346632}	n	{'n': 0.933959930336284, 'y': 0.0660400696637161}	n	{'n': 0.9322788139506923, 'y': 0.06772118604930774}	n	{'n': 0.948061850073406, 'y': 0.05193814992659395}	n	{'n': 0.9622417261699194, 'y': 0.03775827383008067}	n	{'n': 0.9807485374987315, 'y': 0.01925146250126846}	n	{'n': 0.9981636083940725, 'y': 0.0018363916059275591}	n	{'n': 0.998935407320814, 'y': 0.0010645926791860829}	y	{'y': 0.9807419102870742, 'n': 0.01925808971292582}	n	{'n': 0.9528406527245601, 'y': 0.047159347275439904}	n	{'n': 0.7275207603489904, 'y': 0.2724792396510096}	n	{'n': 0.998942013537133, 'y': 0.0010579864628671141}	n	{'n': 0.9974391859085987, 'y': 0.0025608140914012327}	n	{'n': 0.9903113413849478, 'y': 0.009688658615052217}	n	{'n': 0.9744144929437626, 'y': 0.02558550705623745}	n	{'n': 0.9897261822098916, 'y': 0.01027381779010839}	health	{'health': 0.8420714110020308, 'arts': 0.012148352999843806, 'family': 0.012148352999843806, 'travel': 0.012148352999843806, 'style': 0.012148352999843806, 'games': 0.012148352999843806, 'science and technology': 0.012148352999843806, 'books': 0.012148352999843806, 'gastronomy': 0.012148352999843806, 'sports': 0.012148352999843806, 'beauty': 0.012148352999843806, 'business': 0.012148352999843806, 'other': 0.012148352999843806, 'politics': 0.012148352999843806}	promoting	{'promoting': 0.7352585511999302, 'personal': 0.2096883363568399, 'missing': 0.027526556221614904, 'non_english': 0.027526556221614904}	965933309061672960
n	{'n': 0.999661991931814, 'y': 0.00033800806818598994}	n	{'n': 0.7248787454512352, 'y': 0.27512125454876485}	n	{'n': 0.9999969793330298, 'y': 3.0206669702391305e-06}	n	{'n': 0.9999961050424471, 'y': 3.8949575529899665e-06}	n	{'n': 0.9770578140246142, 'y': 0.02294218597538578}	n	{'n': 0.9999970554255547, 'y': 2.944574445292414e-06}	n	{'n': 0.9999970199393026, 'y': 2.980060697442169e-06}	n	{'n': 0.9968874380520024, 'y': 0.0031125619479975774}	y	{'y': 0.5121570102551742, 'n': 0.48784298974482576}	n	{'n': 0.9999643549005954, 'y': 3.5645099404533814e-05}	y	{'y': 0.9566781086177509, 'n': 0.04332189138224913}	n	{'n': 0.9999958125592249, 'y': 4.187440775088152e-06}	n	{'n': 0.9999960046929309, 'y': 3.9953070691284515e-06}	n	{'n': 0.999994019264509, 'y': 5.9807354909786305e-06}	n	{'n': 0.9789194368789603, 'y': 0.021080563121039685}	n	{'n': 0.709297196704931, 'y': 0.29070280329506903}	other	{'other': 0.48413154053425306, 'health': 0.29897126518914097, 'arts': 0.018074766189717185, 'family': 0.018074766189717185, 'travel': 0.018074766189717185, 'style': 0.018074766189717185, 'games': 0.018074766189717185, 'science and technology': 0.018074766189717185, 'books': 0.018074766189717185, 'gastronomy': 0.018074766189717185, 'sports': 0.018074766189717185, 'beauty': 0.018074766189717185, 'business': 0.018074766189717185, 'politics': 0.018074766189717185}	promoting	{'promoting': 0.8138526714301832, 'personal': 0.06206827496640626, 'missing': 0.06203952680170531, 'non_english': 0.06203952680170531}	975467933949419520
n	{'n': 0.9701846082799728, 'y': 0.029815391720027184}	n	{'n': 0.999805691831098, 'y': 0.00019430816890194467}	n	{'n': 0.9998263339192801, 'y': 0.00017366608071991044}	y	{'y': 0.9998656876164338, 'n': 0.0001343123835661663}	n	{'n': 0.9999023630398707, 'y': 9.763696012931472e-05}	n	{'n': 0.9999538055438163, 'y': 4.6194456183643125e-05}	n	{'n': 0.9999956678734899, 'y': 4.332126510064586e-06}	n	{'n': 0.9999600358802548, 'y': 3.996411974516211e-05}	n	{'n': 0.9971380336164087, 'y': 0.0028619663835913224}	n	{'n': 0.9998835044646357, 'y': 0.00011649553536436599}	y	{'y': 0.9195802771097941, 'n': 0.08041972289020591}	n	{'n': 0.9999974721566584, 'y': 2.5278433415650923e-06}	n	{'n': 0.9999939607044943, 'y': 6.039295505765896e-06}	n	{'n': 0.9999769739242514, 'y': 2.30260757485118e-05}	n	{'n': 0.9999260125123295, 'y': 7.398748767056671e-05}	n	{'n': 0.9992312289327099, 'y': 0.0007687710672901149}	business	{'business': 0.9956176612405996, 'arts': 0.0003371029814923195, 'family': 0.0003371029814923195, 'travel': 0.0003371029814923195, 'style': 0.0003371029814923195, 'games': 0.0003371029814923195, 'science and technology': 0.0003371029814923195, 'books': 0.0003371029814923195, 'gastronomy': 0.0003371029814923195, 'health': 0.0003371029814923195, 'sports': 0.0003371029814923195, 'beauty': 0.0003371029814923195, 'other': 0.0003371029814923195, 'politics': 0.0003371029814923195}	promoting	{'promoting': 0.9796472046353524, 'personal': 0.006786360614109742, 'missing': 0.006783217375268965, 'non_english': 0.006783217375268965}	991165666534158336
n	{'n': 0.701781037804422, 'y': 0.2982189621955781}	y	{'y': 0.9001520929696538, 'n': 0.0998479070303462}	n	{'n': 0.9904449570219522, 'y': 0.009555042978047733}	n	{'n': 0.8242883926586948, 'y': 0.17571160734130528}	n	{'n': 0.811171500553865, 'y': 0.18882849944613508}	n	{'n': 0.9876924635934174, 'y': 0.012307536406582595}	n	{'n': 0.9990122491193584, 'y': 0.0009877508806416867}	n	{'n': 0.9736702778728977, 'y': 0.02632972212710219}	n	{'n': 0.9026457540774165, 'y': 0.09735424592258338}	n	{'n': 0.9990176970927, 'y': 0.0009823029072999403}	n	{'n': 0.9278816445826905, 'y': 0.07211835541730947}	n	{'n': 0.9990132799504264, 'y': 0.0009867200495736247}	n	{'n': 0.9990177737141313, 'y': 0.000982226285868766}	n	{'n': 0.9602127450770457, 'y': 0.03978725492295431}	n	{'n': 0.6969183937106256, 'y': 0.30308160628937447}	n	{'n': 0.9355042694153838, 'y': 0.0644957305846162}	beauty	{'beauty': 0.5425376916236915, 'arts': 0.035189408336639104, 'family': 0.035189408336639104, 'travel': 0.035189408336639104, 'style': 0.035189408336639104, 'games': 0.035189408336639104, 'science and technology': 0.035189408336639104, 'books': 0.035189408336639104, 'gastronomy': 0.035189408336639104, 'health': 0.035189408336639104, 'sports': 0.035189408336639104, 'business': 0.035189408336639104, 'other': 0.035189408336639104, 'politics': 0.035189408336639104}	personal	{'personal': 0.6128682017584923, 'promoting': 0.2338012559539093, 'missing': 0.0766652711437991, 'non_english': 0.0766652711437991}	903424307312959489
	{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'arts': 0.07142857142857145, 'family': 0.07142857142857145, 'travel': 0.07142857142857145, 'style': 0.07142857142857145, 'games': 0.07142857142857145, 'science and technology': 0.07142857142857145, 'books': 0.07142857142857145, 'gastronomy': 0.07142857142857145, 'health': 0.07142857142857145, 'sports': 0.07142857142857145, 'beauty': 0.07142857142857145, 'business': 0.07142857142857145, 'other': 0.07142857142857145, 'politics': 0.07142857142857145}	non_english	{'non_english': 0.9926643713489024, 'personal': 0.002445964815428428, 'missing': 0.002444831917834533, 'promoting': 0.002444831917834533}	836510549424943105
n	{'n': 0.7052992547021388, 'y': 0.2947007452978611}	n	{'n': 0.9637073151045797, 'y': 0.03629268489542017}	n	{'n': 0.9979446559332417, 'y': 0.0020553440667583143}	n	{'n': 0.9791597346361326, 'y': 0.02084026536386742}	n	{'n': 0.5367394706692807, 'y': 0.46326052933071926}	n	{'n': 0.9980328978424435, 'y': 0.0019671021575564146}	n	{'n': 0.532056825892024, 'y': 0.46794317410797603}	n	{'n': 0.9764156798291748, 'y': 0.023584320170825162}	n	{'n': 0.9441927598084409, 'y': 0.05580724019155918}	n	{'n': 0.997195837907091, 'y': 0.0028041620929090327}	y	{'y': 0.5262756145761611, 'n': 0.473724385423839}	n	{'n': 0.9976549598980599, 'y': 0.002345040101940103}	n	{'n': 0.9979428813937518, 'y': 0.0020571186062482193}	n	{'n': 0.9801768475392115, 'y': 0.0198231524607884}	n	{'n': 0.9780715321632624, 'y': 0.02192846783673768}	n	{'n': 0.9760230016823883, 'y': 0.02397699831761171}	other	{'other': 0.33350449982126557, 'arts': 0.051268884629133385, 'family': 0.051268884629133385, 'travel': 0.051268884629133385, 'style': 0.051268884629133385, 'games': 0.051268884629133385, 'science and technology': 0.051268884629133385, 'books': 0.051268884629133385, 'gastronomy': 0.051268884629133385, 'health': 0.051268884629133385, 'sports': 0.051268884629133385, 'beauty': 0.051268884629133385, 'business': 0.051268884629133385, 'politics': 0.051268884629133385}	promoting	{'promoting': 0.7253591143322127, 'non_english': 0.09185157949920912, 'personal': 0.09141582361911622, 'missing': 0.09137348254946195}	845692419635138562
n	{'n': 0.9997932271589769, 'y': 0.0002067728410231539}	n	{'n': 0.9739200289844818, 'y': 0.02607997101551819}	n	{'n': 0.9998524854617424, 'y': 0.0001475145382576599}	n	{'n': 0.9545180475450703, 'y': 0.04548195245492965}	n	{'n': 0.9987094828334642, 'y': 0.001290517166535795}	n	{'n': 0.9999606421753046, 'y': 3.935782469543485e-05}	n	{'n': 0.9999962753312179, 'y': 3.7246687819848116e-06}	n	{'n': 0.9999763487856994, 'y': 2.3651214300614263e-05}	n	{'n': 0.9991546853963926, 'y': 0.0008453146036074234}	n	{'n': 0.999900633787353, 'y': 9.936621264693837e-05}	y	{'y': 0.989356987122293, 'n': 0.010643012877706859}	n	{'n': 0.9999970905011863, 'y': 2.909498813670629e-06}	n	{'n': 0.9999930100718678, 'y': 6.989928132179787e-06}	n	{'n': 0.9999698384613018, 'y': 3.016153869816536e-05}	n	{'n': 0.9992452848015407, 'y': 0.0007547151984593255}	n	{'n': 0.9957730661495132, 'y': 0.004226933850486778}	business	{'business': 0.5634510870839751, 'science and technology': 0.3224214952829606, 'arts': 0.009510618136088717, 'family': 0.009510618136088717, 'travel': 0.009510618136088717, 'style': 0.009510618136088717, 'games': 0.009510618136088717, 'books': 0.009510618136088717, 'gastronomy': 0.009510618136088717, 'health': 0.009510618136088717, 'sports': 0.009510618136088717, 'beauty': 0.009510618136088717, 'other': 0.009510618136088717, 'politics': 0.009510618136088717}	promoting	{'promoting': 0.9891971016548556, 'personal': 0.0036020783648747228, 'missing': 0.0036004099901348874, 'non_english': 0.0036004099901348874}	851917976513245189
y	{'y': 0.6868679979096759, 'n': 0.31313200209032405}	n	{'n': 0.9993927922861051, 'y': 0.0006072077138947876}	n	{'n': 0.999978363806914, 'y': 2.1636193086017984e-05}	n	{'n': 0.999141052795383, 'y': 0.0008589472046170413}	n	{'n': 0.8172837608081926, 'y': 0.1827162391918073}	n	{'n': 0.9999791449378209, 'y': 2.085506217908228e-05}	n	{'n': 0.9999790888443173, 'y': 2.0911155682689956e-05}	n	{'n': 0.9937473152702473, 'y': 0.006252684729752716}	n	{'n': 0.9792877559616147, 'y': 0.020712244038385317}	n	{'n': 0.999969530786204, 'y': 3.0469213796009473e-05}	n	{'n': 0.9649755252185805, 'y': 0.03502447478141952}	n	{'n': 0.9996864549105883, 'y': 0.0003135450894117772}	n	{'n': 0.9997674720579665, 'y': 0.0002325279420336219}	n	{'n': 0.9995017611720729, 'y': 0.0004982388279270842}	n	{'n': 0.8724539104762885, 'y': 0.12754608952371152}	n	{'n': 0.9994566519446441, 'y': 0.0005433480553559392}	arts	{'arts': 0.209377749105536, 'other': 0.18900942779775173, 'family': 0.05013440192472602, 'travel': 0.05013440192472602, 'style': 0.05013440192472602, 'games': 0.05013440192472602, 'science and technology': 0.05013440192472602, 'books': 0.05013440192472602, 'gastronomy': 0.05013440192472602, 'health': 0.05013440192472602, 'sports': 0.05013440192472602, 'beauty': 0.05013440192472602, 'business': 0.05013440192472602, 'politics': 0.05013440192472602}	promoting	{'promoting': 0.6638288071660265, 'personal': 0.28350331805056306, 'missing': 0.02633393739170522, 'non_english': 0.02633393739170522}	866932089463099392
y	{'y': 0.8024090749104275, 'n': 0.19759092508957246}	n	{'n': 0.999714570932693, 'y': 0.00028542906730699176}	n	{'n': 0.9999903238423239, 'y': 9.67615767604372e-06}	n	{'n': 0.9916229315962845, 'y': 0.008377068403715602}	n	{'n': 0.848112471076507, 'y': 0.15188752892349305}	n	{'n': 0.99998795502916, 'y': 1.2044970839858377e-05}	n	{'n': 0.9999990414216557, 'y': 9.585783442502038e-07}	n	{'n': 0.9924630541166443, 'y': 0.007536945883355788}	n	{'n': 0.9909474864795532, 'y': 0.009052513520446748}	n	{'n': 0.9999986114687337, 'y': 1.388531266317262e-06}	n	{'n': 0.9201206852596052, 'y': 0.07987931474039474}	n	{'n': 0.9999856773653554, 'y': 1.4322634644629309e-05}	n	{'n': 0.9999990501774229, 'y': 9.498225771797816e-07}	n	{'n': 0.9990460873381568, 'y': 0.000953912661843147}	n	{'n': 0.8579999766465615, 'y': 0.14200002335343856}	n	{'n': 0.9982750672393406, 'y': 0.0017249327606594321}	arts	{'arts': 0.49484475235236103, 'other': 0.1207645044126855, 'family': 0.03203256193624614, 'travel': 0.03203256193624614, 'style': 0.03203256193624614, 'games': 0.03203256193624614, 'science and technology': 0.03203256193624614, 'books': 0.03203256193624614, 'gastronomy': 0.03203256193624614, 'health': 0.03203256193624614, 'sports': 0.03203256193624614, 'beauty': 0.03203256193624614, 'business': 0.03203256193624614, 'politics': 0.03203256193624614}	promoting	{'promoting': 0.8661304747564961, 'personal': 0.04463695808194018, 'missing': 0.044616283580781846, 'non_english': 0.044616283580781846}	818225891666956289
n	{'n': 0.9981198937574808, 'y': 0.001880106242519283}	y	{'y': 0.7601969810061965, 'n': 0.2398030189938035}	n	{'n': 0.9999807271147706, 'y': 1.9272885229418974e-05}	n	{'n': 0.9999804753155073, 'y': 1.9524684492833234e-05}	n	{'n': 0.9902930516869465, 'y': 0.009706948313053588}	n	{'n': 0.9999809719694154, 'y': 1.902803058458991e-05}	n	{'n': 0.9999809274584399, 'y': 1.9072541560079238e-05}	n	{'n': 0.9981710761532481, 'y': 0.0018289238467518315}	n	{'n': 0.9994984531915714, 'y': 0.0005015468084286618}	n	{'n': 0.9997697065407511, 'y': 0.00023029345924887703}	n	{'n': 0.9799554769734059, 'y': 0.02004452302659415}	n	{'n': 0.9999800801455345, 'y': 1.9919854465445333e-05}	n	{'n': 0.9999809859025439, 'y': 1.9014097456153385e-05}	n	{'n': 0.9999746591169746, 'y': 2.5340883025428326e-05}	n	{'n': 0.8545748120960989, 'y': 0.14542518790390116}	n	{'n': 0.8470969233775438, 'y': 0.15290307662245614}	beauty	{'beauty': 0.5295099924387662, 'other': 0.2508619494856112, 'arts': 0.018302338172968585, 'family': 0.018302338172968585, 'travel': 0.018302338172968585, 'style': 0.018302338172968585, 'games': 0.018302338172968585, 'science and technology': 0.018302338172968585, 'books': 0.018302338172968585, 'gastronomy': 0.018302338172968585, 'health': 0.018302338172968585, 'sports': 0.018302338172968585, 'business': 0.018302338172968585, 'politics': 0.018302338172968585}	promoting	{'promoting': 0.690045594235073, 'personal': 0.10335004768468097, 'missing': 0.10330217904012305, 'non_english': 0.10330217904012305}	969838337233108992
y	{'y': 0.7775788733134631, 'n': 0.22242112668653696}	n	{'n': 0.9980178510619685, 'y': 0.0019821489380314208}	n	{'n': 0.9989979959975447, 'y': 0.001002004002455317}	n	{'n': 0.9618806555112823, 'y': 0.038119344488717635}	n	{'n': 0.5651850460594072, 'y': 0.43481495394059283}	n	{'n': 0.9990343005272339, 'y': 0.0009656994727660911}	n	{'n': 0.9990314309900687, 'y': 0.0009685690099312697}	n	{'n': 0.7807424807779914, 'y': 0.2192575192220087}	n	{'n': 0.9219142947447179, 'y': 0.07808570525528222}	n	{'n': 0.998589831017679, 'y': 0.0014101689823209972}	y	{'y': 0.5276237633433057, 'n': 0.4723762366566942}	n	{'n': 0.9857059978985541, 'y': 0.01429400210144602}	n	{'n': 0.9990348713428431, 'y': 0.0009651286571568958}	n	{'n': 0.9774756368112613, 'y': 0.022524363188738798}	n	{'n': 0.7243435845464664, 'y': 0.2756564154535336}	n	{'n': 0.9755495923021098, 'y': 0.0244504076978903}	arts	{'arts': 0.5384354929147638, 'family': 0.03550496208347973, 'travel': 0.03550496208347973, 'style': 0.03550496208347973, 'games': 0.03550496208347973, 'science and technology': 0.03550496208347973, 'books': 0.03550496208347973, 'gastronomy': 0.03550496208347973, 'health': 0.03550496208347973, 'sports': 0.03550496208347973, 'beauty': 0.03550496208347973, 'business': 0.03550496208347973, 'other': 0.03550496208347973, 'politics': 0.03550496208347973}	promoting	{'promoting': 0.5196449827718853, 'personal': 0.3170893113501094, 'missing': 0.08163285293900259, 'non_english': 0.08163285293900259}	986655516498776064
	{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'arts': 0.07142857142857145, 'family': 0.07142857142857145, 'travel': 0.07142857142857145, 'style': 0.07142857142857145, 'games': 0.07142857142857145, 'science and technology': 0.07142857142857145, 'books': 0.07142857142857145, 'gastronomy': 0.07142857142857145, 'health': 0.07142857142857145, 'sports': 0.07142857142857145, 'beauty': 0.07142857142857145, 'business': 0.07142857142857145, 'other': 0.07142857142857145, 'politics': 0.07142857142857145}	non_english	{'non_english': 0.8062104999790497, 'personal': 0.06461645227635607, 'missing': 0.0645865238722972, 'promoting': 0.0645865238722972}	1009510131506216960
